timestamp,head_pitch,head_roll,head_movement,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma,heart_rate_bpm,breathing_rate_bpm
1762639216.857165,-15.031230979321831,-4.5599718557648075,1.0039739981307503,188748.09707517686,50323.24271343744,17077.136943679285,3392.1682988459647,97.4444671506129,136636.68588830408,19044.97068417144,2654.9282592147692,560.8375817379983,547.5594539624894,8554.193518146583,1077.718937348695,727.756659568519,108.81429309685504,93.52383097580318,284999.30844536604,50779.47533812677,10143.676774278521,1775.8209825347794,49.61685927409009,59.07692307692308,8.827586206896552
1762639217.8666618,-15.33731018440208,-4.470597886578198,1.001942250571072,192561.39755118417,72429.9320766651,17881.05293252135,3733.7735100778254,110.31263016569761,140596.41652096424,22106.80938739391,3248.0963854396978,654.0426351798562,468.04222009561397,9745.44498852397,1604.1026706036582,1002.2376830294914,139.57947300422796,96.58122731068349,317162.38812690176,75061.12498201209,10461.346403342326,2713.1953532283,82.62321492430121,46.829268292682926,8.347826086956522
1762639218.877151,-16.37991036554144,-4.408475706507877,1.0014354408546786,176893.9315297467,96518.97680085365,15053.452005532767,3267.6349295529753,101.26552202494223,122900.21008052732,18951.423454011318,3100.7461967451222,636.9263046122214,504.29713440453,10279.740860164304,1907.1464576502774,766.5684988660605,118.40061400345704,95.82604430983204,275515.75925933046,89400.31959456933,9680.07182439679,2193.36297926197,64.61006197307832,51.891891891891895,8.88888888888889
1762639219.89065,-16.061838655986733,-5.2471022630180615,1.00705168795604,221012.26421299926,95239.94549164343,15391.83893445412,3172.3777991517977,93.4263007427552,148613.2013371503,19791.301503707495,3077.540550591857,633.2697926003599,514.9560724111775,8925.825910375104,2081.785825621906,1031.6998387844071,134.52845269271987,96.35848148567587,280808.98855713086,79294.19801959454,9030.41068760237,1923.919744895775,64.39841163433181,49.23076923076923,7.2180451127819545
1762639220.911754,-15.924282246101953,-5.328047136135037,0.9979484927889225,250370.10535186148,107172.92683317984,15031.61236335802,3619.1530720212413,105.79323161961855,155593.78447330042,19478.45406329624,3261.599794958287,752.0829185678364,600.1633867734628,11997.119318193687,2172.327795194619,850.1070119812651,129.33266063900047,100.83530962801362,287839.1240374814,85422.48946357392,10811.030488621782,2414.827785936319,79.34488134699627,49.87012987012987,7.084870848708487
1762639221.9136698,-16.157040681532994,-4.720169971404572,1.0085127077953442,247002.03874296928,104393.48307182688,15816.857779911996,3263.2489592786637,86.0503890848209,152736.42742757875,21007.144539504996,3189.7108580881754,669.329305642726,592.2291656035859,9737.670221832857,2437.640600883806,887.1306286164902,115.49573485584692,98.99296705837894,246009.65944014708,87081.15721585773,9071.823683768183,1814.242234939446,54.17063743167656,48.607594936708864,7.35632183908046
1762639222.921238,-15.312133988602879,-5.025826969193471,0.9968474822824049,269170.4656828147,112306.17688098202,16264.794390233037,3882.07298621245,94.93874639715727,160301.09569364067,20904.84187435388,3267.9271930091477,711.0157011956626,548.3392911707796,11400.995389393796,2538.07487340991,1011.7572112805426,134.86853896181873,101.2727094181268,285115.4173204241,91269.85251617925,12415.530745858428,2461.6585917054326,84.32398877821821,49.87012987012987,7.58893280632411
1762639223.929941,-14.426578012307822,-5.725389020705046,0.9956164781591275,254136.1957889303,131930.80970396777,18254.734860169516,3850.13989510005,85.27137862870856,164306.0770073156,22119.452785121844,3247.764360817125,788.1474226062984,618.0457724548503,11635.940416009096,2842.7182600153487,769.4214283754393,126.80697171397728,97.27333420297012,251122.42667889915,93626.21879149969,10005.034616357658,2137.198510967509,63.453980439192094,48.0,7.427466150870406
1762639224.9520068,-17.17543383125865,-6.313895478695664,0.9991388938817795,226127.46182350704,143157.0634650307,17318.680140866716,3994.9506148701703,79.46117871220572,159093.26708314285,26930.277318168493,3146.9202706077444,839.5317575652331,584.6923674751961,10295.489197869189,3661.4761566240045,1037.3029961364593,155.07718099227358,100.76686812817462,286072.24722626957,95226.81464898749,10793.469490895457,2297.7878525899073,70.65449652121238,47.407407407407405,7.514677103718199
1762639225.9782689,-18.46693312206944,-5.193097888026859,1.0031316102127765,237958.40213490397,167733.1513871852,14196.858695549665,4358.873151510299,80.5274205508722,149378.07926190068,24584.24697521927,3112.7898994291463,881.3444183817686,628.2485096278795,12713.789293807977,3929.2408225954455,767.6785594284484,155.7734433482669,101.10305324613614,280311.90777073184,117375.25269726344,13696.006826665047,2588.956339206461,68.80019786043223,47.407407407407405,7.35632183908046
1762639227.0018408,-18.92122539538975,-4.145050857532549,1.0015432569977243,247528.79647251836,176682.0239900881,15039.587976320341,3823.7975655097885,71.91334834829394,130011.72346462074,26875.785519040095,3147.157209303583,853.8867258539474,605.9288871444646,8318.533890961893,3839.9544525785586,911.6349506066712,150.69689115877577,100.54627266838307,220850.43104030314,119765.155692513,12385.208633172424,1948.3137963489903,54.76893999895336,47.407407407407405,7.68
1762639228.005462,1.4017871510293882,2.5885186129135103,1.0179452809452707,228328.2320571668,216741.18535942864,13310.252414295956,4184.5066234848755,71.9624465259046,128564.84886540505,28841.480418286133,2762.7841060169567,844.4676672111157,592.5004749188056,6951.478808119985,4125.67460604702,872.6307658918075,154.34955734346218,98.43117689416195,233572.45680751576,130719.85880561658,14664.721982856045,2612.556825434031,76.88870308936598,47.407407407407405,7.950310559006211
1762639229.025524,-12.296550545107582,-5.178562667834865,1.0007670091447702,229277.7945184362,232774.7945468995,14048.917215390233,3559.930453824743,54.52081038167426,118339.52238404709,26839.902499435204,2230.7339843558975,806.958387948517,583.4033969463779,5470.173960133944,3890.5218587910213,668.0428788189269,151.58477661487223,94.51067863916211,225584.21316838826,145743.17303151195,14053.173824034013,2202.6149884052784,49.137452251588094,44.91228070175438,7.370441458733206
1762639230.046892,-11.92643102262764,-0.40792666764195595,0.9462933239937563,208104.70164733997,254814.31886672735,13261.063934019185,4039.660466857777,67.2109069788015,120808.722651296,30167.947444170208,2441.5714889883875,845.2923049602024,581.4592993281362,5528.559265814469,4003.2654114748557,926.3155320282465,170.7103804148091,98.30419416369556,216179.73008447394,147581.44081778487,14859.513900003167,2520.700789784722,55.72993676294005,46.54545454545455,7.35632183908046
1762639231.0507321,-5.788730057366823,1.4506334687931928,1.0662638824173334,217261.69492494603,268667.8352168985,11414.572806901308,3620.752892474775,66.65655524637337,110915.25283485574,27838.26523127069,2119.7874156150347,742.5628713217436,560.1480161217713,5198.026779095557,4160.377724676592,602.9112304189159,150.60995475808093,95.49620968967726,184974.8584963768,164965.0649192298,16792.140682690726,2564.673322214725,52.416675327144524,33.982300884955755,7.164179104477612
1762639232.0860102,-17.99622424464638,-10.258010632657372,0.9549766264115982,195281.9795179847,263453.4023845976,10668.186238724453,2964.25215183901,69.66616194249869,109850.93074872388,29767.308788776885,2022.5663767224887,697.1231617705299,452.25527250137367,5291.124121759448,4017.018484240187,759.3480828839938,144.05486826905718,98.44739652958556,191952.1887027392,140363.29452131406,14261.357134498305,2194.7736273124438,47.048003849289834,47.407407407407405,7.300380228136882
1762639233.104053,-18.262228947098674,-4.762720373095906,0.9954826800352384,220325.52948283317,276097.0298687058,9903.583467534574,3564.7509983757163,68.69281990507574,108037.94871657772,32073.310079663952,2255.20857529754,686.0394654597287,464.20669458364904,6703.30196051771,4814.839167694067,675.2420313261589,148.67178737337892,98.23566606644626,188658.82371078344,158232.48025817904,15848.924793579528,2814.842613883573,63.609820580924556,47.407407407407405,7.710843373493976
1762639234.1135511,-12.661699294982446,-8.950980022570992,1.0071639161129555,194303.50548522113,302071.19558426033,10345.58070954674,3273.1461239024393,62.29044496018289,85114.92457909728,35417.2108310175,1506.0021635031985,575.4682144471811,496.25368844121914,6419.6361714617215,5577.406037810018,247.56477178740562,126.52695991846512,92.99793115716213,197853.91963157384,154659.00743194864,15968.578255020688,2510.871222298246,62.54698336258544,47.407407407407405,8.222698072805139
1762639235.129498,-8.781870613916793,-10.94770174121008,0.9866494786197447,181037.369752357,316224.4094966224,7678.197444856859,3323.0419135738466,54.90937119541537,96112.9592956203,38498.255654265864,1078.0321693087653,539.6826517186034,553.0556069846674,3893.691031901734,5035.739391188184,320.2440760933395,132.11030660846387,97.57472826323527,166559.0593096957,134704.24757381118,15525.613627844696,2217.9195853913275,55.1068870742623,54.857142857142854,6.689895470383275
1762639236.152451,-14.364053414655302,-5.793154494514694,1.0180645510602642,189960.57084134457,298560.98022118164,8349.302974450487,3027.111238746564,55.440447860638606,70076.38647979374,38585.67881493901,1155.4411130879578,620.7305400801155,615.3962424237487,3502.074309606616,4566.165889212301,395.7102883330707,134.91497933933678,102.54085871308334,170767.79372281313,121680.09785242837,16402.39142036853,1815.5473785284876,43.68551617147107,54.08450704225352,7.12430426716141
1762639237.1614022,-13.494910027071164,-3.4633700931065876,0.9849998557806918,187905.72664271944,319272.1577728779,7585.405165804038,2931.618427942574,57.99641615540875,58239.44920435132,42695.9193268439,1090.8706032879104,649.5953629027092,576.5343137472667,5203.224607572388,4830.213350994799,363.17153709432137,136.88108415939092,102.5329318284232,162346.3405093408,138458.05752090504,17839.88141082045,2595.154265988786,60.850226493371466,43.63636363636363,7.559055118110236
1762639238.191665,-12.451313005854265,-6.962127558101644,1.011733538784056,170313.6147306219,314052.34850822965,7437.748351655527,3157.780925210329,52.926140721165034,35937.22692302004,45958.69122190329,1244.3032153979889,617.7742515590803,588.0116191523683,6017.795912376656,4876.521139511593,297.5223133672372,131.5785987648035,103.24132832143343,164025.9892650204,175725.92075333645,19998.63721379733,2857.950406143563,67.45856758893723,64.0,6.655112651646447
